stock_owner,active_days,persistence_ratio,max_consecutive_days,total_turnover,max_daily_turnover,peak_date,dominant_bucket,window_days,bp_ATM_active_days,bp_ATM_ratio,bp_DEEP_ITM_active_days,bp_DEEP_ITM_ratio,bp_DEEP_OTM_active_days,bp_DEEP_OTM_ratio
US.PTC,1,0.5,1,918220.0,918220.0,2026-05-08,ATM,2,1.0,0.5,,,,
US.PWR,2,1.0,2,6457391.0,5939316.0,2026-05-08,DEEP_ITM,2,1.0,0.5,1.0,0.5,2.0,1.0
US.PYPL,2,1.0,2,909052.0,521360.0,2026-05-08,DEEP_ITM,2,,,2.0,1.0,,
US.QCOM,2,1.0,2,619751243.0,313830917.0,2026-05-08,ATM,2,2.0,1.0,2.0,1.0,2.0,1.0
US.QQQ,1,0.5,1,1465873363.0,1465873363.0,2026-05-09,ATM,2,1.0,0.5,1.0,0.5,1.0,0.5
US.RCL,2,1.0,2,61411813.0,43869071.0,2026-05-09,ATM,2,1.0,0.5,,,2.0,1.0
US.RDNT,1,0.5,1,690422.0,690422.0,2026-05-09,ATM,2,1.0,0.5,,,,
US.RKLB,1,0.5,1,187816693.0,187816693.0,2026-05-09,DEEP_ITM,2,1.0,0.5,1.0,0.5,1.0,0.5
US.RNG,1,0.5,1,460790.0,460790.0,2026-05-09,DEEP_ITM,2,,,1.0,0.5,,
US.ROIV,1,0.5,1,7762930.0,7762930.0,2026-05-09,DEEP_ITM,2,,,1.0,0.5,,
US.RRX,1,0.5,1,682723.0,682723.0,2026-05-08,DEEP_ITM,2,,,1.0,0.5,,
US.RTX,1,0.5,1,4618839.0,4618839.0,2026-05-09,DEEP_OTM,2,,,,,1.0,0.5
US.RVTY,1,0.5,1,2170380.0,2170380.0,2026-05-08,DEEP_ITM,2,,,1.0,0.5,,
US.SANM,1,0.5,1,5177542.0,5177542.0,2026-05-09,ATM,2,1.0,0.5,1.0,0.5,1.0,0.5
US.SATS,2,1.0,2,16055789.0,9381827.0,2026-05-09,DEEP_OTM,2,1.0,0.5,,,2.0,1.0
US.SBUX,1,0.5,1,875330.0,875330.0,2026-05-08,ATM,2,1.0,0.5,,,,
US.SCHW,2,1.0,2,11244285.0,9385537.0,2026-05-08,DEEP_ITM,2,2.0,1.0,1.0,0.5,1.0,0.5
US.SEZL,1,0.5,1,1677258.0,1677258.0,2026-05-09,DEEP_ITM,2,,,1.0,0.5,,
US.SFM,1,0.5,1,397067.0,397067.0,2026-05-09,ATM,2,1.0,0.5,,,,
US.SHOO,1,0.5,1,422217.0,422217.0,2026-05-09,ATM,2,1.0,0.5,,,,
US.SHOP,2,1.0,2,22701520.0,15497711.0,2026-05-08,DEEP_ITM,2,2.0,1.0,2.0,1.0,2.0,1.0
US.SLB,1,0.5,1,305119.0,305119.0,2026-05-09,ATM,2,1.0,0.5,,,,
US.SLV,1,0.5,1,76128613.0,76128613.0,2026-05-09,ATM,2,1.0,0.5,1.0,0.5,1.0,0.5
US.SMCI,2,1.0,2,36350930.0,21017444.0,2026-05-09,ATM,2,2.0,1.0,2.0,1.0,2.0,1.0
US.SNDK,2,1.0,2,628754233.0,415342756.0,2026-05-09,ATM,2,2.0,1.0,2.0,1.0,2.0,1.0
US.SNPS,2,1.0,2,2212872.0,1430010.0,2026-05-08,ATM,2,2.0,1.0,,,,
US.SO,1,0.5,1,520517.0,520517.0,2026-05-09,ATM,2,1.0,0.5,,,,
US.SPGI,1,0.5,1,1641850.0,1641850.0,2026-05-09,DEEP_ITM,2,,,1.0,0.5,,
US.STX,2,1.0,2,12186628.0,9446411.0,2026-05-08,ATM,2,2.0,1.0,,,2.0,1.0
US.SYK,2,1.0,2,21701657.0,17910580.0,2026-05-08,DEEP_ITM,2,,,2.0,1.0,,
US.SYNA,1,0.5,1,578605.0,578605.0,2026-05-09,DEEP_ITM,2,,,1.0,0.5,,
US.T,1,0.5,1,544977.0,544977.0,2026-05-09,DEEP_OTM,2,,,,,1.0,0.5
US.TDG,2,1.0,2,2095951.0,1668251.0,2026-05-08,ATM,2,2.0,1.0,,,,
US.TER,2,1.0,2,3854662.0,3242446.0,2026-05-09,DEEP_OTM,2,2.0,1.0,,,1.0,0.5
US.TEX,1,0.5,1,415000.0,415000.0,2026-05-09,ATM,2,1.0,0.5,,,,
US.TFC,1,0.5,1,10523340.0,10523340.0,2026-05-08,DEEP_ITM,2,1.0,0.5,1.0,0.5,,
US.TGT,1,0.5,1,593569.0,593569.0,2026-05-08,DEEP_OTM,2,,,,,1.0,0.5
US.TMO,2,1.0,2,11963890.0,11317470.0,2026-05-08,DEEP_ITM,2,,,1.0,0.5,1.0,0.5
US.TMUS,1,0.5,1,2324711.0,2324711.0,2026-05-09,ATM,2,1.0,0.5,,,1.0,0.5
US.TPR,1,0.5,1,1436999.0,1436999.0,2026-05-09,DEEP_ITM,2,1.0,0.5,1.0,0.5,,
US.TSCO,1,0.5,1,588957.0,588957.0,2026-05-08,DEEP_OTM,2,,,,,1.0,0.5
US.TSLA,2,1.0,2,3554204082.0,1913159109.0,2026-05-08,ATM,2,2.0,1.0,2.0,1.0,2.0,1.0
US.TTD,2,1.0,2,15192243.0,10678091.0,2026-05-08,ATM,2,2.0,1.0,1.0,0.5,1.0,0.5
US.TTWO,1,0.5,1,1171463.0,1171463.0,2026-05-09,DEEP_ITM,2,,,1.0,0.5,,
US.TWLO,1,0.5,1,723553.0,723553.0,2026-05-09,ATM,2,1.0,0.5,,,,
US.TXN,2,1.0,2,3861544.0,2510196.0,2026-05-09,ATM,2,2.0,1.0,1.0,0.5,,
US.UAL,2,1.0,2,11094298.0,10302797.0,2026-05-08,ATM,2,2.0,1.0,1.0,0.5,1.0,0.5
US.UBER,2,1.0,2,9198975.0,5289544.0,2026-05-08,ATM,2,2.0,1.0,2.0,1.0,1.0,0.5
US.UNH,2,1.0,2,30266254.0,26204524.0,2026-05-09,ATM,2,2.0,1.0,2.0,1.0,1.0,0.5
US.UPS,2,1.0,2,5112742.0,4167310.0,2026-05-08,DEEP_ITM,2,1.0,0.5,2.0,1.0,,
US.UPWK,1,0.5,1,1839718.0,1839718.0,2026-05-09,DEEP_ITM,2,,,1.0,0.5,,
US.USO,1,0.5,1,30308561.0,30308561.0,2026-05-09,ATM,2,1.0,0.5,1.0,0.5,1.0,0.5
US.V,2,1.0,2,2305136.0,1548705.0,2026-05-09,ATM,2,2.0,1.0,,,,
US.VIAV,1,0.5,1,3107932.0,3107932.0,2026-05-09,DEEP_OTM,2,1.0,0.5,,,1.0,0.5
US.VICI,1,0.5,1,732955.0,732955.0,2026-05-08,ATM,2,1.0,0.5,,,,
US.VITL,1,0.5,1,2591350.0,2591350.0,2026-05-09,DEEP_ITM,2,,,1.0,0.5,,
US.VRSN,1,0.5,1,1458354.0,1458354.0,2026-05-08,ATM,2,1.0,0.5,,,,
US.VRT,2,1.0,2,9049579.0,4944246.0,2026-05-09,DEEP_OTM,2,2.0,1.0,1.0,0.5,2.0,1.0
US.VSH,1,0.5,1,1012845.0,1012845.0,2026-05-09,DEEP_OTM,2,,,,,1.0,0.5
US.VST,2,1.0,2,24466526.0,18421637.0,2026-05-09,DEEP_OTM,2,2.0,1.0,,,2.0,1.0
US.VTRS,2,1.0,2,1638566.0,1220857.0,2026-05-08,DEEP_ITM,2,,,2.0,1.0,,
US.VZ,1,0.5,1,1826505.0,1826505.0,2026-05-09,ATM,2,1.0,0.5,,,,
US.WBD,2,1.0,2,2579958.0,1909610.0,2026-05-09,ATM,2,2.0,1.0,,,1.0,0.5
US.WDAY,2,1.0,2,3415674.0,2926747.0,2026-05-08,DEEP_ITM,2,2.0,1.0,1.0,0.5,1.0,0.5
US.WDC,2,1.0,2,31977458.0,22613424.0,2026-05-09,ATM,2,2.0,1.0,1.0,0.5,2.0,1.0
US.WFC,2,1.0,2,81206613.0,63131885.0,2026-05-08,DEEP_ITM,2,1.0,0.5,2.0,1.0,1.0,0.5
US.WHR,1,0.5,1,3320099.0,3320099.0,2026-05-09,DEEP_ITM,2,1.0,0.5,1.0,0.5,1.0,0.5
US.WMS,1,0.5,1,1074615.0,1074615.0,2026-05-09,ATM,2,1.0,0.5,,,1.0,0.5
US.WMT,2,1.0,2,118793430.0,115980912.0,2026-05-08,DEEP_ITM,2,2.0,1.0,2.0,1.0,1.0,0.5
US.WSC,1,0.5,1,1157843.0,1157843.0,2026-05-09,DEEP_ITM,2,,,1.0,0.5,,
US.WYNN,1,0.5,1,46957065.0,46957065.0,2026-05-09,DEEP_ITM,2,1.0,0.5,1.0,0.5,,
US.XOM,2,1.0,2,6816345.0,3461112.0,2026-05-09,ATM,2,2.0,1.0,1.0,0.5,1.0,0.5
US.XPEV,1,0.5,1,307457.0,307457.0,2026-05-09,DEEP_OTM,2,,,,,1.0,0.5
US.XYZ,2,1.0,2,8499450.0,4960647.0,2026-05-09,ATM,2,2.0,1.0,1.0,0.5,2.0,1.0
US.ZBRA,1,0.5,1,1836000.0,1836000.0,2026-05-08,ATM,2,1.0,0.5,,,,
US.ZS,2,1.0,2,12797735.0,8042550.0,2026-05-08,DEEP_ITM,2,1.0,0.5,2.0,1.0,,
US.ZTS,2,1.0,2,12925073.0,12597381.0,2026-05-08,DEEP_ITM,2,1.0,0.5,1.0,0.5,1.0,0.5
